id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,status_kawin,jumlah_penduduk,satuan,tahun
1,32,JAWA BARAT,3201,KABUPATEN BOGOR,BELUM KAWIN,1367134,JIWA,2013
2,32,JAWA BARAT,3201,KABUPATEN BOGOR,CERAI HIDUP,61155,JIWA,2013
3,32,JAWA BARAT,3201,KABUPATEN BOGOR,CERAI MATI,99447,JIWA,2013
4,32,JAWA BARAT,3201,KABUPATEN BOGOR,KAWIN,2230128,JIWA,2013
5,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,BELUM KAWIN,945917,JIWA,2013
6,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,CERAI HIDUP,55780,JIWA,2013
7,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,CERAI MATI,79143,JIWA,2013
8,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KAWIN,1349200,JIWA,2013
9,32,JAWA BARAT,3203,KABUPATEN CIANJUR,BELUM KAWIN,862205,JIWA,2013
10,32,JAWA BARAT,3203,KABUPATEN CIANJUR,CERAI HIDUP,51948,JIWA,2013
11,32,JAWA BARAT,3203,KABUPATEN CIANJUR,CERAI MATI,65796,JIWA,2013
12,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KAWIN,1230211,JIWA,2013
13,32,JAWA BARAT,3204,KABUPATEN BANDUNG,BELUM KAWIN,1593596,JIWA,2013
14,32,JAWA BARAT,3204,KABUPATEN BANDUNG,CERAI HIDUP,58085,JIWA,2013
15,32,JAWA BARAT,3204,KABUPATEN BANDUNG,CERAI MATI,70626,JIWA,2013
16,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KAWIN,1754113,JIWA,2013
17,32,JAWA BARAT,3205,KABUPATEN GARUT,BELUM KAWIN,913724,JIWA,2013
18,32,JAWA BARAT,3205,KABUPATEN GARUT,CERAI HIDUP,28264,JIWA,2013
19,32,JAWA BARAT,3205,KABUPATEN GARUT,CERAI MATI,62229,JIWA,2013
20,32,JAWA BARAT,3205,KABUPATEN GARUT,KAWIN,1173130,JIWA,2013
21,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BELUM KAWIN,602567,JIWA,2013
22,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,CERAI HIDUP,40739,JIWA,2013
23,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,CERAI MATI,48594,JIWA,2013
24,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KAWIN,945613,JIWA,2013
25,32,JAWA BARAT,3207,KABUPATEN CIAMIS,BELUM KAWIN,601675,JIWA,2013
26,32,JAWA BARAT,3207,KABUPATEN CIAMIS,CERAI HIDUP,23951,JIWA,2013
27,32,JAWA BARAT,3207,KABUPATEN CIAMIS,CERAI MATI,73735,JIWA,2013
28,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KAWIN,897199,JIWA,2013
29,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,BELUM KAWIN,446892,JIWA,2013
30,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,CERAI HIDUP,14899,JIWA,2013
31,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,CERAI MATI,49061,JIWA,2013
32,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KAWIN,599772,JIWA,2013
33,32,JAWA BARAT,3209,KABUPATEN CIREBON,BELUM KAWIN,889034,JIWA,2013
34,32,JAWA BARAT,3209,KABUPATEN CIREBON,CERAI HIDUP,25503,JIWA,2013
35,32,JAWA BARAT,3209,KABUPATEN CIREBON,CERAI MATI,74873,JIWA,2013
36,32,JAWA BARAT,3209,KABUPATEN CIREBON,KAWIN,1060825,JIWA,2013
37,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,BELUM KAWIN,467531,JIWA,2013
38,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,CERAI HIDUP,24815,JIWA,2013
39,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,CERAI MATI,47420,JIWA,2013
40,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KAWIN,696621,JIWA,2013
41,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,BELUM KAWIN,406206,JIWA,2013
42,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,CERAI HIDUP,18480,JIWA,2013
43,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,CERAI MATI,40182,JIWA,2013
44,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KAWIN,633557,JIWA,2013
45,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,BELUM KAWIN,712761,JIWA,2013
46,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,CERAI HIDUP,20282,JIWA,2013
47,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,CERAI MATI,96084,JIWA,2013
48,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KAWIN,994716,JIWA,2013
49,32,JAWA BARAT,3213,KABUPATEN SUBANG,BELUM KAWIN,503495,JIWA,2013
50,32,JAWA BARAT,3213,KABUPATEN SUBANG,CERAI HIDUP,35163,JIWA,2013
51,32,JAWA BARAT,3213,KABUPATEN SUBANG,CERAI MATI,58758,JIWA,2013
52,32,JAWA BARAT,3213,KABUPATEN SUBANG,KAWIN,938100,JIWA,2013
53,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,BELUM KAWIN,344231,JIWA,2013
54,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,CERAI HIDUP,13352,JIWA,2013
55,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,CERAI MATI,36648,JIWA,2013
56,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KAWIN,450271,JIWA,2013
57,32,JAWA BARAT,3215,KABUPATEN KARAWANG,BELUM KAWIN,649978,JIWA,2013
58,32,JAWA BARAT,3215,KABUPATEN KARAWANG,CERAI HIDUP,30262,JIWA,2013
59,32,JAWA BARAT,3215,KABUPATEN KARAWANG,CERAI MATI,67957,JIWA,2013
60,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KAWIN,1141471,JIWA,2013
61,32,JAWA BARAT,3216,KABUPATEN BEKASI,BELUM KAWIN,1075700,JIWA,2013
62,32,JAWA BARAT,3216,KABUPATEN BEKASI,CERAI HIDUP,22374,JIWA,2013
63,32,JAWA BARAT,3216,KABUPATEN BEKASI,CERAI MATI,53661,JIWA,2013
64,32,JAWA BARAT,3216,KABUPATEN BEKASI,KAWIN,1329631,JIWA,2013
65,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,BELUM KAWIN,624203,JIWA,2013
66,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,CERAI HIDUP,35409,JIWA,2013
67,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,CERAI MATI,29015,JIWA,2013
68,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KAWIN,855717,JIWA,2013
69,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,BELUM KAWIN,422116,JIWA,2013
70,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,CERAI HIDUP,20656,JIWA,2013
71,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,CERAI MATI,23276,JIWA,2013
72,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KAWIN,511998,JIWA,2013
73,32,JAWA BARAT,3271,KOTA BOGOR,BELUM KAWIN,144541,JIWA,2013
74,32,JAWA BARAT,3271,KOTA BOGOR,CERAI HIDUP,7077,JIWA,2013
75,32,JAWA BARAT,3271,KOTA BOGOR,CERAI MATI,13982,JIWA,2013
76,32,JAWA BARAT,3271,KOTA BOGOR,KAWIN,153972,JIWA,2013
77,32,JAWA BARAT,3272,KOTA SUKABUMI,BELUM KAWIN,1093398,JIWA,2013
78,32,JAWA BARAT,3272,KOTA SUKABUMI,CERAI HIDUP,25191,JIWA,2013
79,32,JAWA BARAT,3272,KOTA SUKABUMI,CERAI MATI,80652,JIWA,2013
80,32,JAWA BARAT,3272,KOTA SUKABUMI,KAWIN,1133212,JIWA,2013
81,32,JAWA BARAT,3273,KOTA BANDUNG,BELUM KAWIN,146061,JIWA,2013
82,32,JAWA BARAT,3273,KOTA BANDUNG,CERAI HIDUP,5092,JIWA,2013
83,32,JAWA BARAT,3273,KOTA BANDUNG,CERAI MATI,15264,JIWA,2013
84,32,JAWA BARAT,3273,KOTA BANDUNG,KAWIN,149458,JIWA,2013
85,32,JAWA BARAT,3274,KOTA CIREBON,BELUM KAWIN,1180326,JIWA,2013
86,32,JAWA BARAT,3274,KOTA CIREBON,CERAI HIDUP,11844,JIWA,2013
87,32,JAWA BARAT,3274,KOTA CIREBON,CERAI MATI,43131,JIWA,2013
88,32,JAWA BARAT,3274,KOTA CIREBON,KAWIN,1135394,JIWA,2013
89,32,JAWA BARAT,3275,KOTA BEKASI,BELUM KAWIN,790179,JIWA,2013
90,32,JAWA BARAT,3275,KOTA BEKASI,CERAI HIDUP,9799,JIWA,2013
91,32,JAWA BARAT,3275,KOTA BEKASI,CERAI MATI,51251,JIWA,2013
92,32,JAWA BARAT,3275,KOTA BEKASI,KAWIN,778818,JIWA,2013
93,32,JAWA BARAT,3276,KOTA DEPOK,BELUM KAWIN,228942,JIWA,2013
94,32,JAWA BARAT,3276,KOTA DEPOK,CERAI HIDUP,8151,JIWA,2013
95,32,JAWA BARAT,3276,KOTA DEPOK,CERAI MATI,17181,JIWA,2013
96,32,JAWA BARAT,3276,KOTA DEPOK,KAWIN,257646,JIWA,2013
97,32,JAWA BARAT,3277,KOTA CIMAHI,BELUM KAWIN,305346,JIWA,2013
98,32,JAWA BARAT,3277,KOTA CIMAHI,CERAI HIDUP,11495,JIWA,2013
99,32,JAWA BARAT,3277,KOTA CIMAHI,CERAI MATI,26163,JIWA,2013
100,32,JAWA BARAT,3277,KOTA CIMAHI,KAWIN,333875,JIWA,2013
101,32,JAWA BARAT,3278,KOTA TASIKMALAYA,BELUM KAWIN,75295,JIWA,2013
102,32,JAWA BARAT,3278,KOTA TASIKMALAYA,CERAI HIDUP,4186,JIWA,2013
103,32,JAWA BARAT,3278,KOTA TASIKMALAYA,CERAI MATI,9755,JIWA,2013
104,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KAWIN,97947,JIWA,2013
105,32,JAWA BARAT,3201,KABUPATEN BOGOR,BELUM KAWIN,1879836,JIWA,2014
106,32,JAWA BARAT,3201,KABUPATEN BOGOR,CERAI HIDUP,43765,JIWA,2014
107,32,JAWA BARAT,3201,KABUPATEN BOGOR,CERAI MATI,84164,JIWA,2014
108,32,JAWA BARAT,3201,KABUPATEN BOGOR,KAWIN,1819944,JIWA,2014
109,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,BELUM KAWIN,1121715,JIWA,2014
110,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,CERAI HIDUP,50013,JIWA,2014
111,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,CERAI MATI,72366,JIWA,2014
112,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KAWIN,1194295,JIWA,2014
113,32,JAWA BARAT,3203,KABUPATEN CIANJUR,BELUM KAWIN,987213,JIWA,2014
114,32,JAWA BARAT,3203,KABUPATEN CIANJUR,CERAI HIDUP,46250,JIWA,2014
115,32,JAWA BARAT,3203,KABUPATEN CIANJUR,CERAI MATI,62622,JIWA,2014
116,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KAWIN,1119749,JIWA,2014
117,32,JAWA BARAT,3204,KABUPATEN BANDUNG,BELUM KAWIN,1652392,JIWA,2014
118,32,JAWA BARAT,3204,KABUPATEN BANDUNG,CERAI HIDUP,54765,JIWA,2014
119,32,JAWA BARAT,3204,KABUPATEN BANDUNG,CERAI MATI,75749,JIWA,2014
120,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KAWIN,1709450,JIWA,2014
121,32,JAWA BARAT,3205,KABUPATEN GARUT,BELUM KAWIN,1059753,JIWA,2014
122,32,JAWA BARAT,3205,KABUPATEN GARUT,CERAI HIDUP,25562,JIWA,2014
123,32,JAWA BARAT,3205,KABUPATEN GARUT,CERAI MATI,57983,JIWA,2014
124,32,JAWA BARAT,3205,KABUPATEN GARUT,KAWIN,1042094,JIWA,2014
125,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BELUM KAWIN,716187,JIWA,2014
126,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,CERAI HIDUP,35086,JIWA,2014
127,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,CERAI MATI,45635,JIWA,2014
128,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KAWIN,844879,JIWA,2014
129,32,JAWA BARAT,3207,KABUPATEN CIAMIS,BELUM KAWIN,497888,JIWA,2014
130,32,JAWA BARAT,3207,KABUPATEN CIAMIS,CERAI HIDUP,16712,JIWA,2014
131,32,JAWA BARAT,3207,KABUPATEN CIAMIS,CERAI MATI,56049,JIWA,2014
132,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KAWIN,632551,JIWA,2014
133,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,BELUM KAWIN,493573,JIWA,2014
134,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,CERAI HIDUP,13295,JIWA,2014
135,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,CERAI MATI,45494,JIWA,2014
136,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KAWIN,560610,JIWA,2014
137,32,JAWA BARAT,3209,KABUPATEN CIREBON,BELUM KAWIN,936006,JIWA,2014
138,32,JAWA BARAT,3209,KABUPATEN CIREBON,CERAI HIDUP,24745,JIWA,2014
139,32,JAWA BARAT,3209,KABUPATEN CIREBON,CERAI MATI,73438,JIWA,2014
140,32,JAWA BARAT,3209,KABUPATEN CIREBON,KAWIN,1021591,JIWA,2014
141,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,BELUM KAWIN,520542,JIWA,2014
142,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,CERAI HIDUP,22064,JIWA,2014
143,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,CERAI MATI,44879,JIWA,2014
144,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KAWIN,652140,JIWA,2014
145,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,BELUM KAWIN,441726,JIWA,2014
146,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,CERAI HIDUP,17042,JIWA,2014
147,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,CERAI MATI,38782,JIWA,2014
148,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KAWIN,603796,JIWA,2014
149,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,BELUM KAWIN,700414,JIWA,2014
150,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,CERAI HIDUP,22099,JIWA,2014
151,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,CERAI MATI,99598,JIWA,2014
152,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KAWIN,1001646,JIWA,2014
153,32,JAWA BARAT,3213,KABUPATEN SUBANG,BELUM KAWIN,622193,JIWA,2014
154,32,JAWA BARAT,3213,KABUPATEN SUBANG,CERAI HIDUP,29282,JIWA,2014
155,32,JAWA BARAT,3213,KABUPATEN SUBANG,CERAI MATI,52988,JIWA,2014
156,32,JAWA BARAT,3213,KABUPATEN SUBANG,KAWIN,834657,JIWA,2014
157,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,BELUM KAWIN,381760,JIWA,2014
158,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,CERAI HIDUP,12806,JIWA,2014
159,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,CERAI MATI,34677,JIWA,2014
160,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KAWIN,424894,JIWA,2014
161,32,JAWA BARAT,3215,KABUPATEN KARAWANG,BELUM KAWIN,799426,JIWA,2014
162,32,JAWA BARAT,3215,KABUPATEN KARAWANG,CERAI HIDUP,24913,JIWA,2014
163,32,JAWA BARAT,3215,KABUPATEN KARAWANG,CERAI MATI,61677,JIWA,2014
164,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KAWIN,1017099,JIWA,2014
165,32,JAWA BARAT,3216,KABUPATEN BEKASI,BELUM KAWIN,1184784,JIWA,2014
166,32,JAWA BARAT,3216,KABUPATEN BEKASI,CERAI HIDUP,19860,JIWA,2014
167,32,JAWA BARAT,3216,KABUPATEN BEKASI,CERAI MATI,53661,JIWA,2014
168,32,JAWA BARAT,3216,KABUPATEN BEKASI,KAWIN,1226173,JIWA,2014
169,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,BELUM KAWIN,706743,JIWA,2014
170,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,CERAI HIDUP,32214,JIWA,2014
171,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,CERAI MATI,29237,JIWA,2014
172,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KAWIN,782424,JIWA,2014
173,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,BELUM KAWIN,154446,JIWA,2014
174,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,CERAI HIDUP,6055,JIWA,2014
175,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,CERAI MATI,16925,JIWA,2014
176,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KAWIN,221177,JIWA,2014
177,32,JAWA BARAT,3271,KOTA BOGOR,BELUM KAWIN,464123,JIWA,2014
178,32,JAWA BARAT,3271,KOTA BOGOR,CERAI HIDUP,20990,JIWA,2014
179,32,JAWA BARAT,3271,KOTA BOGOR,CERAI MATI,24012,JIWA,2014
180,32,JAWA BARAT,3271,KOTA BOGOR,KAWIN,474031,JIWA,2014
181,32,JAWA BARAT,3272,KOTA SUKABUMI,BELUM KAWIN,152835,JIWA,2014
182,32,JAWA BARAT,3272,KOTA SUKABUMI,CERAI HIDUP,6616,JIWA,2014
183,32,JAWA BARAT,3272,KOTA SUKABUMI,CERAI MATI,13450,JIWA,2014
184,32,JAWA BARAT,3272,KOTA SUKABUMI,KAWIN,148253,JIWA,2014
185,32,JAWA BARAT,3273,KOTA BANDUNG,BELUM KAWIN,1108435,JIWA,2014
186,32,JAWA BARAT,3273,KOTA BANDUNG,CERAI HIDUP,26712,JIWA,2014
187,32,JAWA BARAT,3273,KOTA BANDUNG,CERAI MATI,86068,JIWA,2014
188,32,JAWA BARAT,3273,KOTA BANDUNG,KAWIN,1119882,JIWA,2014
189,32,JAWA BARAT,3274,KOTA CIREBON,BELUM KAWIN,152659,JIWA,2014
190,32,JAWA BARAT,3274,KOTA CIREBON,CERAI HIDUP,5156,JIWA,2014
191,32,JAWA BARAT,3274,KOTA CIREBON,CERAI MATI,15545,JIWA,2014
192,32,JAWA BARAT,3274,KOTA CIREBON,KAWIN,144909,JIWA,2014
193,32,JAWA BARAT,3275,KOTA BEKASI,BELUM KAWIN,1200963,JIWA,2014
194,32,JAWA BARAT,3275,KOTA BEKASI,CERAI HIDUP,11708,JIWA,2014
195,32,JAWA BARAT,3275,KOTA BEKASI,CERAI MATI,46532,JIWA,2014
196,32,JAWA BARAT,3275,KOTA BEKASI,KAWIN,1123486,JIWA,2014
197,32,JAWA BARAT,3276,KOTA DEPOK,BELUM KAWIN,796987,JIWA,2014
198,32,JAWA BARAT,3276,KOTA DEPOK,CERAI HIDUP,9608,JIWA,2014
199,32,JAWA BARAT,3276,KOTA DEPOK,CERAI MATI,51077,JIWA,2014
200,32,JAWA BARAT,3276,KOTA DEPOK,KAWIN,775423,JIWA,2014
201,32,JAWA BARAT,3277,KOTA CIMAHI,BELUM KAWIN,241075,JIWA,2014
202,32,JAWA BARAT,3277,KOTA CIMAHI,CERAI HIDUP,7616,JIWA,2014
203,32,JAWA BARAT,3277,KOTA CIMAHI,CERAI MATI,16832,JIWA,2014
204,32,JAWA BARAT,3277,KOTA CIMAHI,KAWIN,247917,JIWA,2014
205,32,JAWA BARAT,3278,KOTA TASIKMALAYA,BELUM KAWIN,321099,JIWA,2014
206,32,JAWA BARAT,3278,KOTA TASIKMALAYA,CERAI HIDUP,11231,JIWA,2014
207,32,JAWA BARAT,3278,KOTA TASIKMALAYA,CERAI MATI,25906,JIWA,2014
208,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KAWIN,320178,JIWA,2014
209,32,JAWA BARAT,3279,KOTA BANJAR,BELUM KAWIN,80326,JIWA,2014
210,32,JAWA BARAT,3279,KOTA BANJAR,CERAI HIDUP,4199,JIWA,2014
211,32,JAWA BARAT,3279,KOTA BANJAR,CERAI MATI,10134,JIWA,2014
212,32,JAWA BARAT,3279,KOTA BANJAR,KAWIN,96186,JIWA,2014
213,32,JAWA BARAT,3201,KABUPATEN BOGOR,BELUM KAWIN,2014464,JIWA,2015
214,32,JAWA BARAT,3201,KABUPATEN BOGOR,CERAI HIDUP,45749,JIWA,2015
215,32,JAWA BARAT,3201,KABUPATEN BOGOR,CERAI MATI,97553,JIWA,2015
216,32,JAWA BARAT,3201,KABUPATEN BOGOR,KAWIN,1995301,JIWA,2015
217,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,BELUM KAWIN,1221051,JIWA,2015
218,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,CERAI HIDUP,46967,JIWA,2015
219,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,CERAI MATI,70445,JIWA,2015
220,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KAWIN,1165212,JIWA,2015
221,32,JAWA BARAT,3203,KABUPATEN CIANJUR,BELUM KAWIN,976493,JIWA,2015
222,32,JAWA BARAT,3203,KABUPATEN CIANJUR,CERAI HIDUP,46323,JIWA,2015
223,32,JAWA BARAT,3203,KABUPATEN CIANJUR,CERAI MATI,59823,JIWA,2015
224,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KAWIN,1135105,JIWA,2015
225,32,JAWA BARAT,3204,KABUPATEN BANDUNG,BELUM KAWIN,1731207,JIWA,2015
226,32,JAWA BARAT,3204,KABUPATEN BANDUNG,CERAI HIDUP,47701,JIWA,2015
227,32,JAWA BARAT,3204,KABUPATEN BANDUNG,CERAI MATI,78683,JIWA,2015
228,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KAWIN,1636878,JIWA,2015
229,32,JAWA BARAT,3205,KABUPATEN GARUT,BELUM KAWIN,1148848,JIWA,2015
230,32,JAWA BARAT,3205,KABUPATEN GARUT,CERAI HIDUP,24948,JIWA,2015
231,32,JAWA BARAT,3205,KABUPATEN GARUT,CERAI MATI,54439,JIWA,2015
232,32,JAWA BARAT,3205,KABUPATEN GARUT,KAWIN,958665,JIWA,2015
233,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BELUM KAWIN,734086,JIWA,2015
234,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,CERAI HIDUP,34526,JIWA,2015
235,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,CERAI MATI,54216,JIWA,2015
236,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KAWIN,851634,JIWA,2015
237,32,JAWA BARAT,3207,KABUPATEN CIAMIS,BELUM KAWIN,491197,JIWA,2015
238,32,JAWA BARAT,3207,KABUPATEN CIAMIS,CERAI HIDUP,17234,JIWA,2015
239,32,JAWA BARAT,3207,KABUPATEN CIAMIS,CERAI MATI,57548,JIWA,2015
240,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KAWIN,644754,JIWA,2015
241,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,BELUM KAWIN,483184,JIWA,2015
